ï..number,username,age,done,start,psu,survey,form.Demographiques_introduction.region,form.Demographiques_introduction.region_no,form.Demographiques_introduction.region_exno
298,rnganga,43,9/3/2016 21:19,9/3/2016 20:57,65,6,exno,---,Kousseri
353,rnganga,45,9/3/2016 21:29,9/3/2016 21:23,65,7,exno,---,Kousseri
969,rnganga,57,9/3/2016 22:04,9/3/2016 21:57,65,8,exno,---,Kousseri
1121,rnganga,70,9/3/2016 22:14,9/3/2016 22:06,65,9,exno,---,Kousseri
560,rnganga,34,9/3/2016 22:22,9/3/2016 22:14,65,10,exno,---,Kousseri
116,rnganga,60,9/3/2016 22:31,9/3/2016 22:23,65,11,exno,---,Kousseri
797,rnganga,28,9/3/2016 22:42,9/3/2016 22:31,65,12,exno,---,Kousseri
970,rnganga,60,9/3/2016 23:00,9/3/2016 22:53,65,13,exno,---,Kousseri
354,rnganga,56,9/3/2016 23:17,9/3/2016 23:11,65,14,exno,---,Kousseri
176,rnganga,35,9/3/2016 23:30,9/3/2016 23:19,65,15,exno,---,Kousseri
12,vgaine,33,8/10/2016 9:09,8/10/2016 8:48,99,1,exno,---,Yagoua
621,vgaine,31,8/10/2016 10:43,8/10/2016 10:24,99,2,exno,---,Yagoua
20,vgaine,58,8/10/2016 11:05,8/10/2016 10:49,99,3,exno,---,Yagoua
405,vgaine,30,8/10/2016 11:29,8/10/2016 11:09,99,4,exno,---,Yagoua
906,vgaine,30,8/10/2016 12:22,8/10/2016 12:16,99,5,exno,---,Yagoua
952,vgaine,21,8/10/2016 12:41,8/10/2016 12:28,99,6,exno,---,Yagoua
1127,vgaine,35,8/10/2016 12:57,8/10/2016 12:45,99,7,exno,---,Yagoua
991,vgaine,27,10/5/2016 15:09,10/5/2016 14:22,66,1,exno,---,Yagoua
993,vgaine,36,10/5/2016 15:48,10/5/2016 15:18,66,2,exno,---,Yagoua
483,vgaine,18,10/5/2016 16:29,10/5/2016 15:58,66,3,exno,---,Yagoua
1287,vgaine,23,10/5/2016 17:05,10/5/2016 16:36,66,4,exno,---,Yagoua
230,vgaine,39,10/6/2016 8:16,10/6/2016 7:33,66,5,exno,---,Yagoua
994,vgaine,78,10/6/2016 8:55,10/6/2016 8:27,66,6,exno,---,Yagoua
231,vgaine,27,10/6/2016 9:44,10/6/2016 9:04,66,7,exno,---,Yagoua
484,vgaine,25,10/6/2016 10:06,10/6/2016 9:48,66,8,exno,---,Yagoua
1283,vgaine,26,10/6/2016 10:55,10/6/2016 10:28,66,9,exno,---,Yagoua
985,vgaine,18,10/6/2016 11:44,10/6/2016 11:19,66,10,exno,---,Yagoua
986,vgaine,32,10/6/2016 12:06,10/6/2016 11:45,66,11,exno,---,Yagoua
987,vgaine,45,10/6/2016 13:12,10/6/2016 12:25,66,12,exno,---,Yagoua
485,vgaine,40,10/6/2016 16:07,10/6/2016 15:23,66,13,exno,---,Yagoua
1284,vgaine,41,10/6/2016 17:03,10/6/2016 16:35,66,14,exno,---,Yagoua
1285,vgaine,45,10/6/2016 17:22,10/6/2016 17:03,66,15,exno,---,Yagoua
988,vgaine,37,10/7/2016 8:20,10/7/2016 7:57,67,1,exno,---,Yagoua
475,vgaine,25,10/7/2016 8:50,10/7/2016 8:25,67,2,exno,---,Yagoua
989,vgaine,70,10/7/2016 9:19,10/7/2016 8:54,67,3,exno,---,Yagoua
1286,vgaine,40,10/7/2016 10:02,10/7/2016 9:30,67,4,exno,---,Yagoua
990,vgaine,47,10/7/2016 10:49,10/7/2016 10:12,67,5,exno,---,Yagoua
232,vgaine,45,10/7/2016 11:27,10/7/2016 11:00,67,6,exno,---,Yagoua
721,vgaine,26,10/7/2016 12:26,10/7/2016 11:49,67,7,exno,---,Yagoua
476,vgaine,29,10/7/2016 13:13,10/7/2016 12:40,67,8,exno,---,Yagoua
992,vgaine,19,10/7/2016 14:19,10/7/2016 13:49,67,9,exno,---,Yagoua
1288,vgaine,20,10/7/2016 15:00,10/7/2016 14:25,67,10,exno,---,Yagoua
722,vgaine,60,10/7/2016 15:53,10/7/2016 15:15,67,11,exno,---,Yagoua
242,vgaine,21,10/8/2016 10:01,10/8/2016 9:30,67,12,exno,---,Yagoua
1278,vgaine,23,10/8/2016 10:48,10/8/2016 10:20,67,13,exno,---,Yagoua
1279,vgaine,30,10/8/2016 11:27,10/8/2016 11:01,67,14,exno,---,Yagoua
455,vgaine,22,10/8/2016 12:16,10/8/2016 11:47,67,15,exno,---,Yagoua
257,vgaine,32,10/9/2016 10:59,10/9/2016 10:25,68,1,exno,---,Yagoua
1002,vgaine,53,10/9/2016 11:44,10/9/2016 11:14,68,2,exno,---,Yagoua
735,vgaine,60,10/9/2016 12:26,10/9/2016 11:57,68,3,exno,---,Yagoua
1302,vgaine,28,10/9/2016 13:17,10/9/2016 12:47,68,4,exno,---,Yagoua
1003,vgaine,53,10/9/2016 14:01,10/9/2016 13:34,68,5,exno,---,Yagoua
736,vgaine,45,10/9/2016 14:38,10/9/2016 14:10,68,6,exno,---,Yagoua
240,vgaine,67,10/9/2016 15:29,10/9/2016 14:57,68,7,exno,---,Yagoua
241,vgaine,32,10/10/2016 7:20,10/10/2016 6:45,68,8,exno,---,Yagoua
1305,vgaine,52,10/10/2016 8:07,10/10/2016 7:30,68,9,exno,---,Yagoua
1303,vgaine,45,10/10/2016 8:50,10/10/2016 8:24,68,10,exno,---,Yagoua
734,vgaine,60,10/10/2016 9:37,10/10/2016 9:07,68,11,exno,---,Yagoua
238,vgaine,40,10/10/2016 10:20,10/10/2016 9:51,68,12,exno,---,Yagoua
239,vgaine,33,10/10/2016 10:56,10/10/2016 10:31,68,13,exno,---,Yagoua
1304,vgaine,40,10/10/2016 11:42,10/10/2016 11:08,68,14,exno,---,Yagoua
1004,vgaine,48,10/10/2016 12:22,10/10/2016 11:56,68,15,exno,---,Yagoua
235,vgaine,28,10/14/2016 10:38,10/14/2016 10:10,69,1,exno,---,Tchati-bali
1009,vgaine,41,10/14/2016 11:17,10/14/2016 10:48,69,2,exno,---,Tchati-bali
1306,vgaine,35,10/14/2016 12:00,10/14/2016 11:29,69,3,exno,---,Tchati-bali
460,vgaine,24,10/14/2016 12:43,10/14/2016 12:11,69,4,exno,---,Tchati-bali
234,vgaine,30,10/14/2016 13:22,10/14/2016 12:56,69,5,exno,---,Tchati-bali
236,vgaine,32,10/14/2016 14:11,10/14/2016 13:38,69,6,exno,---,Tchati-bali
1308,vgaine,54,10/14/2016 15:06,10/14/2016 14:35,69,7,exno,---,Tchati-bali
1028,vgaine,32,10/15/2016 8:27,10/15/2016 8:00,69,8,exno,---,Tchati-bali
1029,vgaine,47,10/15/2016 9:06,10/15/2016 8:43,69,9,exno,---,Tchati-bali
1030,vgaine,36,10/15/2016 9:44,10/15/2016 9:16,69,10,exno,---,Tchati-bali
461,vgaine,45,10/15/2016 10:30,10/15/2016 10:02,69,11,exno,---,Tchati-bali
757,vgaine,40,10/15/2016 11:14,10/15/2016 10:45,69,12,exno,---,Tchati-bali
1026,vgaine,33,10/15/2016 11:57,10/15/2016 11:25,69,13,exno,---,Tchati-bali
1314,vgaine,19,10/15/2016 12:39,10/15/2016 12:19,69,14,exno,---,Tchati-bali
744,vgaine,40,10/15/2016 13:21,10/15/2016 12:54,69,15,exno,---,Tchati-bali
1025,vgaine,23,10/17/2016 9:28,10/17/2016 9:02,70,1,exno,---,Tchati-bali
739,vgaine,60,10/17/2016 10:11,10/17/2016 9:42,70,2,exno,---,Tchati-bali
1010,vgaine,42,10/17/2016 10:53,10/17/2016 10:21,70,3,exno,---,Tchati-bali
462,vgaine,70,10/17/2016 11:33,10/17/2016 11:04,70,4,exno,---,Tchati-bali
740,vgaine,50,10/17/2016 12:14,10/17/2016 11:48,70,5,exno,---,Tchati-bali
463,vgaine,45,10/17/2016 12:56,10/17/2016 12:26,70,6,exno,---,Tchati-bali
1317,vgaine,43,10/17/2016 13:47,10/17/2016 13:13,70,7,exno,---,Tchati-bali
1011,vgaine,60,10/18/2016 8:38,10/18/2016 8:08,70,8,exno,---,Tchati-bali
261,vgaine,42,10/18/2016 9:17,10/18/2016 8:48,70,9,exno,---,Tchati-bali
494,vgaine,20,10/18/2016 9:54,10/18/2016 9:28,70,10,exno,---,Tchati-bali
495,vgaine,40,10/18/2016 10:34,10/18/2016 10:06,70,11,exno,---,Tchati-bali
1318,vgaine,27,10/18/2016 11:12,10/18/2016 10:47,70,12,exno,---,Tchati-bali
496,vgaine,41,10/18/2016 11:58,10/18/2016 11:26,70,13,exno,---,Tchati-bali
1316,vgaine,28,10/18/2016 12:40,10/18/2016 12:14,70,14,exno,---,Tchati-bali
260,vgaine,75,10/18/2016 13:35,10/18/2016 13:00,70,15,exno,---,Tchati-bali
